"MEMBER.ID"	"MEMBER.TYPE"	"MARKETING.ROLE"	"MEMBER.SINCE.DATE"	"EXPIRATION.DATE"	"STATUS"	"MARKETINGPOWER.STATUS"	"PREFIX"	"SUFFIX"	"ADDRESS.CHANGE.DATE"	"COMMUNICATION.CHANGE.DATE"	"ALLOW.EMAIL.FLAG"	"COMPANY.NAME"	"JOB.TITLE"	"PRIMARY.ADDRESS.TYPE"	"PRIMARY.CITY"	"PRIMARY.STATE"	"PRIMARY.POSTAL.CODE"	"PRIMARY.COUNTRY"	"PRIMARY.PHONE.LOCATION"	"ALLOW.PHONE.CALLS"	"SECONDARY.ADDRESS.TYPE"	"SECONDARY.CITY"	"SECONDARY.STATE"	"SECONDARY.POSTAL.CODE"	"SECONDARY.COUNTRY"	"GROUP"	"MARKETING.RESPONSIBILITY"	"STUDENT.GRADUATION.DATE"	"HIGHEST.DEGREE"	"YEARS.IN.MARKETING"	"JOB.TITLE.CATEGORY"	"INDUSTRY"	"COMPANY.SALES.REVENUE"	"COMPANY.SIZE"	"RESPONSIBILITY.TYPE"	"YEARS.EMPLOYED.AT.COMPANY"	"AGE.CATEGORY"	"NUMBER.OF.OTHER.ASSOCS"	"PAID.BY.COMPANY"	"PRIMARY.TOPIC.AREA"	"SECONDARY.TOPIC.AREA"	"TERTIARY.TOPIC.AREA"	"DATE.LAST.MODIFIED"	"DATE.PULLED"	"MEMBER.FOCUS"	"AUTO.RENEWAL"	"MARKET.CODE"	"RENEW"
3098887	"PROFESSIONAL"	"Marketers"	2011-05-05	2014-05-31	"CURRENT"	"CONFIRMED"	NA	NA	NA	NA	"Y"	"Lionbridge"	"Marketing Director"	"BUS"	"Waltham"	"MA"	"02451-1142"	"United States"	"WORK"	"N"	NA	NA	NA	NA	NA	"No"	"Market Research  to  Client Side"	NA	"Bachelors"	"10 to 19"	"Vice President/EVP"	"Professional Services"	"0 to 50 Million"	"1000 to 4999"	"B to B"	NA	"35 to 44"	"2 to 3"	"N"	"Database/CRM"	"Global Marketing"	"Professional Services"	"11/29/2012"	2014-01-31	NA	NA	NA	1
3120696	"PROFESSIONAL"	"Marketers"	2004-07-26	2014-05-31	"CURRENT"	"CONFIRMED"	"MRS"	NA	NA	NA	"Y"	NA	NA	"HOME"	"Springfield"	"MA"	"01118-1932"	"United States"	"HOME"	"N"	"BUS"	"Springfield"	"MA"	"01111"	NA	"No"	"Marketing Communications"	NA	"Masters"	"10 to 19"	"Other"	"Financial Services"	"1 Billion plus"	"5000 to 9999"	"B to B"	NA	"35 to 44"	"0 to 1"	"N"	"Direct Marketing"	"Event Management Marketing"	"Marketing Communications"	"04/05/2013"	2014-01-31	NA	NA	NA	1
3169483	"PROFESSIONAL"	"Marketers"	2009-10-05	2014-05-31	"CURRENT"	"CONFIRMED"	"MS"	NA	NA	NA	"Y"	"Brandeis University"	"Assistant Director for Graduate Admission"	"BUS"	"Waltham"	"MA"	"02454"	"United States"	"WORK"	"N"	NA	NA	NA	NA	NA	"No"	"Higher Education Marketing"	NA	"Masters"	"5 to 9"	"Other"	"Education"	"0 to 50 Million"	"250 to 999"	"B to C"	NA	"35 to 44"	"0 to 1"	"N"	"Academia"	"Higher Education Marketing"	"Social Media"	"05/29/2013"	2014-01-31	NA	NA	NA	1
3176796	"PROFESSIONAL"	"Marketers"	2009-11-30	2014-05-31	"CURRENT"	"CONFIRMED"	"MS"	NA	NA	NA	"Y"	"Hasbro"	NA	"BUS"	"Pawtucket"	"RI"	"02862"	"United States"	"WORK"	"N"	NA	NA	NA	NA	NA	"No"	"Market Research  to  Client Side"	NA	"Masters"	"5 to 9"	"Director/Sr. Director"	NA	"1 Billion plus"	"5000 to 9999"	"B to C"	NA	"35 to 44"	"2 to 3"	"N"	"Brand/Product Management"	"Customer Engagement"	"Social Media"	"05/29/2012"	2014-01-31	NA	NA	NA	1
3193420	"PROFESSIONAL"	"Marketers"	2010-05-11	2014-05-31	"CURRENT"	"CONFIRMED"	"MS"	NA	NA	NA	"N"	NA	"Director of Marketing"	"HOME"	"Newton"	"MA"	"02465"	NA	"CELL"	"N"	"BUS"	"Lexington"	"AL"	"02465"	"United States"	"No"	"Marketing Communications"	NA	"Masters"	"10 to 19"	"Director/Sr. Director"	"Other"	"51M to 100M"	"50 to 249"	"B to B"	NA	"35 to 44"	"0 to 1"	"N"	"Online/Interactive Marketing"	"Strategy/Planning"	"Professional Services"	"06/04/2013"	2014-01-31	NA	NA	NA	1
3194260	"PROFESSIONAL"	"Marketers"	2010-05-19	2014-05-31	"CURRENT"	"CONFIRMED"	NA	NA	NA	NA	"Y"	NA	NA	"HOME"	"Boston"	"MA"	"02115"	NA	"HOME"	"Y"	NA	NA	NA	NA	NA	"No"	"Marketing Communications"	NA	"Masters"	"10 to 19"	"Director/Sr. Director"	"Telecommunications"	"1 Billion plus"	"25000PLUS"	"B to B"	NA	"45 to 54"	"2 to 3"	"Y"	"Brand/Product Management"	"Marketing Communications"	"Social Media"	"05/23/2013"	2014-01-31	NA	NA	NA	0
3217080	"PROFESSIONAL"	"Marketers"	2011-05-05	2014-05-31	"CURRENT"	"CONFIRMED"	"MS"	NA	NA	NA	"Y"	NA	NA	"HOME"	"Watertown"	"MA"	"02472"	"United States"	"CELL"	"N"	"SCHL"	"Manchester"	"NH"	"03106"	"United States"	"No"	"Fundraising/Development"	"05/01/2012"	"Masters"	"5 to 9"	"Manager/Sr. Manager"	"Education"	"0 to 50 Million"	"10 to 49"	"B to C"	NA	"22 to 34"	"0 to 1"	"N"	"Academia"	"Advertising"	"Brand/Product Management"	"08/30/2013"	2014-01-31	NA	NA	NA	1
3227960	"PROFESSIONAL"	"Marketers"	2011-05-10	2014-05-31	"CURRENT"	"CONFIRMED"	NA	NA	NA	NA	"Y"	"Andrew Penziner Productions LLC"	"Principal  Producer/Director"	"BUS"	"Medford"	"MA"	"02155"	"United States"	"CELL"	"N"	NA	NA	NA	NA	NA	"No"	"Other"	NA	"Bachelors"	"20PLUS"	"CEO/President"	"Other"	"0 to 50 Million"	"1 to 9"	"B to C"	NA	"35 to 44"	"2 to 3"	"Y"	"Advertising"	"Online/Interactive Marketing"	"Public Relations"	"05/10/2011"	2014-01-31	NA	NA	NA	1
3229360	"PROFESSIONAL"	"Academics"	2011-05-28	2014-05-31	"CURRENT"	"CONFIRMED"	"DR"	NA	NA	NA	"N"	"Suffolk University"	"Professor"	"SCHL"	"Boston"	"MA"	"02108"	"United States"	"SCHL"	"N"	"HOME"	"Malden"	"MA"	"02148"	"United States"	"No"	NA	NA	"Doctorate"	"5 to 9"	"Academic/Professor"	"Education"	NA	"250 to 999"	"B to B"	NA	"35 to 44"	"0 to 1"	"N"	"Product Management/Development"	"Strategy/Planning"	NA	"05/05/2013"	2014-01-31	NA	NA	NA	0
3229368	"PROFESSIONAL"	"Academics"	2011-05-29	2014-05-31	"CURRENT"	"CONFIRMED"	NA	NA	NA	NA	"Y"	"Berklee College of Music"	NA	"BUS"	"Boston"	"MA"	"02215"	"United States"	"WORK"	"N"	NA	NA	NA	NA	NA	"No"	NA	NA	"Masters"	"10 to 19"	"Manager/Sr. Manager"	"Marketing Research"	NA	"250 to 999"	"B to B"	NA	"Decline"	"2 to 3"	"N"	"Analytics/Metrics"	"Database/CRM"	"Marketing Research"	"05/17/2013"	2014-01-31	NA	NA	NA	0
3246415	"PROFESSIONAL"	"Marketers"	2011-12-14	2014-05-31	"CURRENT"	"CONFIRMED"	NA	NA	NA	NA	"Y"	NA	NA	"HOME"	"Charlestown"	"MA"	"02129"	"United States"	"WORK"	"N"	NA	NA	NA	NA	NA	"No"	"Market Research  to  Client Side"	NA	"Masters"	"10 to 19"	"Vice President/EVP"	"Financial Services"	"501M to 1B"	"1000 to 4999"	"B to C"	NA	"35 to 44"	"2 to 3"	"Y"	"Analytics/Metrics"	"Global Marketing"	"Marketing Communications"	"05/28/2013"	2014-01-31	NA	NA	NA	1
3279601	"PROFESSIONAL"	"Marketers"	2013-05-02	2014-05-31	"CURRENT"	"CONFIRMED"	"MR"	NA	NA	NA	"Y"	"NAVIDEA BIOPHARMACEUTICALS"	"SENIOR MARKETING DIRECTOR"	"HOME"	"CAMBRIDGE"	"MA"	"02141"	"United States"	"CELL"	"N"	NA	NA	NA	NA	NA	"No"	NA	NA	"Masters"	"10 to 19"	"Director/Sr. Director"	"Pharmaceuticals"	NA	"50 to 249"	"B to C"	NA	NA	NA	"N"	"Brand/Product Management"	"Customer Engagement"	"Social Media"	"05/02/2013"	2014-01-31	NA	NA	NA	0
3279984	"PROFESSIONAL"	"Marketers"	2013-05-16	2014-05-31	"CURRENT"	"UNCONFIRMED"	"MS"	NA	NA	NA	"Y"	NA	"Senior Writer/ Editor"	"HOME"	"Boston"	"MA"	"02114"	"United States"	"WORK"	"Y"	"BUS"	"Boston"	"MA"	"02108"	"United States"	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	"B to C"	NA	NA	NA	NA	"Academia"	"Higher Education Marketing"	"Marketing Communications"	"05/16/2013"	2014-01-31	NA	NA	NA	0
3279986	"PROFESSIONAL"	"Marketers"	2013-05-16	2014-05-31	"CURRENT"	"UNCONFIRMED"	"MR"	NA	NA	NA	"Y"	"Suffolk University"	"Online Content Specialist"	"BUS"	"Boston"	"MA"	"02108"	"United States"	"WORK"	"Y"	NA	NA	NA	NA	NA	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	"B to C"	NA	NA	NA	NA	"Academia"	"Higher Education Marketing"	"Marketing Communications"	"05/17/2013"	2014-01-31	NA	NA	NA	0
3279987	"PROFESSIONAL"	"Marketers"	2013-05-16	2014-05-31	"CURRENT"	"UNCONFIRMED"	"MR"	NA	NA	NA	"N"	"Suffolk University"	"Senior Writer / Editor"	"BUS"	"Boston"	"MA"	"02108"	"United States"	"WORK"	"Y"	NA	NA	NA	NA	NA	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	"B to C"	NA	NA	NA	NA	NA	NA	NA	"05/08/2013"	2014-01-31	NA	NA	NA	0
3279988	"PROFESSIONAL"	"Marketers"	2013-05-16	2014-05-31	"CURRENT"	"UNCONFIRMED"	"MRS"	NA	NA	NA	"Y"	"Suffolk University"	"Senior Graphic Designer"	"BUS"	"Boston"	"MA"	"02108"	"United States"	"WORK"	"Y"	NA	NA	NA	NA	NA	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	"B to C"	NA	NA	NA	NA	"Advertising"	"Customer Engagement"	"Higher Education Marketing"	"05/09/2013"	2014-01-31	NA	NA	NA	0
3279989	"PROFESSIONAL"	"Marketers"	2013-05-16	2014-05-31	"CURRENT"	"UNCONFIRMED"	"MRS"	NA	NA	NA	"Y"	"Suffolk University"	"Assistant Director of Advertising"	"BUS"	"Boston"	"MA"	"02108"	"United States"	"WORK"	"Y"	NA	NA	NA	NA	NA	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	"B to C"	NA	NA	NA	NA	NA	NA	NA	"05/08/2013"	2014-01-31	NA	NA	NA	0
3280044	"PROFESSIONAL"	"Marketers"	2013-05-09	2014-05-31	"CURRENT"	"CONFIRMED"	"MS"	NA	NA	NA	"Y"	"Hydroid Inc"	"Marketing"	"BUS"	"Pocasset"	"MA"	"02559"	"United States"	"CELL"	"N"	NA	NA	NA	NA	NA	"No"	NA	NA	"Bachelors"	"20PLUS"	"Other"	"Manufacturing"	NA	"50 to 249"	"B to B"	NA	NA	NA	"N"	"Brand/Product Management"	"Event Management Marketing"	"Global Marketing"	"05/09/2013"	2014-01-31	NA	NA	NA	1
3280154	"PROFESSIONAL"	"Marketers"	2013-05-10	2014-05-31	"CURRENT"	"CONFIRMED"	"MS"	NA	NA	NA	"Y"	"Straumann"	"Marketing Communications Manager"	"HOME"	"Andover"	"MA"	"01810"	"United States"	"CELL"	"N"	NA	NA	NA	NA	NA	"No"	NA	NA	"Bachelors"	"10 to 19"	"Manager/Sr. Manager"	"Other"	NA	"1000 to 4999"	"B to B"	NA	NA	NA	"N"	"Analytics/Metrics"	"Marketing Communications"	"Professional Development"	"05/10/2013"	2014-01-31	NA	NA	NA	1
3280163	"PROFESSIONAL"	"Marketers"	2013-05-10	2014-05-31	"CURRENT"	"CONFIRMED"	NA	NA	NA	NA	"Y"	"Downs Rachlin Martin"	"Director of Marketing"	"BUS"	"Burlington"	"VT"	"05402"	"United States"	"WORK"	"N"	NA	NA	NA	NA	NA	"No"	NA	NA	NA	"10 to 19"	"CMO"	NA	NA	"50 to 249"	"B to B"	NA	NA	NA	"N"	"Customer Engagement"	"Database/CRM"	"Professional Development"	"05/10/2013"	2014-01-31	NA	NA	NA	0
3280230	"PROFESSIONAL"	"Marketers"	2013-05-13	2014-05-31	"CURRENT"	"CONFIRMED"	"MS"	NA	NA	NA	"Y"	"NTK Consulting  LLC"	"Managing Director"	"BUS"	"New Boston"	"NH"	"03070"	"United States"	"WORK"	"N"	NA	NA	NA	NA	NA	"No"	NA	NA	"Bachelors"	"10 to 19"	"Consultant"	"Other"	NA	"1 to 9"	"B to C"	NA	NA	NA	"N"	"Customer Engagement"	"Global Marketing"	"Professional Services"	"05/13/2013"	2014-01-31	NA	NA	NA	0
3280266	"YOUNG PROFESSIONAL"	"Marketers"	2013-05-13	2014-05-31	"CURRENT"	"CONFIRMED"	"MR"	NA	NA	NA	"Y"	"Circle Surrogacy"	"Communications Manager"	"HOME"	"Boston"	"MA"	"02215"	"United States"	"CELL"	"N"	NA	NA	NA	NA	NA	"No"	NA	"05/24/2010"	"Bachelors"	"Less Than 5"	"Manager/Sr. Manager"	NA	NA	"10 to 49"	"B to C"	NA	NA	NA	"N"	"Advertising"	"Brand/Product Management"	"Social Media"	"05/13/2013"	2014-01-31	NA	NA	NA	0
3280359	"PROFESSIONAL"	"Marketers"	2013-05-14	2014-05-31	"CURRENT"	"CONFIRMED"	"MRS"	NA	NA	NA	"Y"	"Babson College"	"Director of Marketing  Graduate School"	"BUS"	"Wellesley"	"MA"	"02481"	"United States"	"WORK"	"N"	NA	NA	NA	NA	NA	"No"	NA	NA	"Bachelors"	"10 to 19"	"Director/Sr. Director"	"Education"	NA	"250 to 999"	"B to C"	NA	NA	NA	"N"	"Academia"	"Advertising"	"Email Marketing"	"05/14/2013"	2014-01-31	NA	NA	NA	0
3280503	"PROFESSIONAL"	"Marketers"	2013-05-16	2014-05-31	"CURRENT"	"CONFIRMED"	"MS"	NA	NA	NA	"Y"	"CVS Caremark"	"Sr. Marketing Analyst/Product Marketing Manager"	"BUS"	"Woonsocket"	"RI"	"02895"	"United States"	"WORK"	"N"	NA	NA	NA	NA	NA	"No"	NA	NA	"Masters"	"10 to 19"	"Analyst"	"Health Care Services"	NA	"25000PLUS"	"B to C"	NA	NA	NA	"N"	"Brand/Product Management"	"Customer Engagement"	"Marketing Communications"	"05/16/2013"	2014-01-31	NA	NA	NA	1
3280703	"PROFESSIONAL"	"Marketers"	2013-05-20	2014-05-31	"CURRENT"	"CONFIRMED"	NA	NA	NA	NA	"Y"	"IdentityForce"	"Director  Online Marketing"	"BUS"	"Boston"	"MA"	"01701"	"United States"	"WORK"	"N"	NA	NA	NA	NA	NA	"No"	NA	NA	"Bachelors"	"10 to 19"	"Director/Sr. Director"	NA	NA	"10 to 49"	"B to C"	NA	NA	NA	"N"	"Customer Engagement"	"Marketing Communications"	"Online/Interactive Marketing"	"05/20/2013"	2014-01-31	NA	NA	NA	0
3280831	"DOCTORAL"	"Doctoral"	2013-05-21	2014-05-31	"CURRENT"	"CONFIRMED"	NA	NA	NA	NA	"Y"	"Bentley University"	"Doctoral Student"	"HOME"	"Arlington"	"AL"	"02474"	"United States"	"CELL"	"N"	NA	NA	NA	NA	NA	"No"	NA	"05/30/2015"	"Masters"	"10 to 19"	"Student"	NA	NA	NA	"B to C"	NA	NA	NA	"N"	"Marketing Research"	"Other"	"Professional Development"	"05/21/2013"	2014-01-31	NA	NA	NA	1
3280878	"PROFESSIONAL"	"Academics"	2013-05-21	2014-05-31	"CURRENT"	"CONFIRMED"	NA	NA	NA	NA	"Y"	"Castleton State College"	"Professor"	"BUS"	"Castleton"	"VT"	"05735"	"United States"	"WORK"	"N"	NA	NA	NA	NA	NA	"No"	NA	NA	"Masters"	"20PLUS"	"Academic/Professor"	"Education"	NA	"50 to 249"	"B to C"	NA	NA	NA	"N"	"Analytics/Metrics"	"Global Marketing"	"Online/Interactive Marketing"	"05/21/2013"	2014-01-31	NA	NA	NA	0
3281053	"PROFESSIONAL"	"Marketers"	2013-05-24	2014-05-31	"CURRENT"	"CONFIRMED"	"MR"	NA	NA	NA	"Y"	"Velir"	"Marketing Specialist"	"BUS"	"Somerville"	"MA"	"02144"	"United States"	"WORK"	"N"	NA	NA	NA	NA	NA	"No"	NA	NA	"Bachelors"	"5 to 9"	"Other"	"Technology(hardware/software/internet)"	NA	"50 to 249"	"B to B"	NA	NA	NA	"N"	"Marketing Communications"	"Online/Interactive Marketing"	"Social Media"	"05/24/2013"	2014-01-31	NA	NA	NA	0
3281055	"PROFESSIONAL"	"Marketers"	2013-05-24	2014-05-31	"CURRENT"	"CONFIRMED"	"MR"	NA	NA	NA	"Y"	"Velir"	"Director of Business Development"	"BUS"	"Somerville"	"MA"	"02144"	"United States"	"WORK"	"N"	NA	NA	NA	NA	NA	"No"	NA	NA	"Bachelors"	"5 to 9"	"Director/Sr. Director"	"Technology(hardware/software/internet)"	NA	"50 to 249"	"B to B"	NA	NA	NA	"N"	"Online/Interactive Marketing"	"Professional Services"	"Sales/Sales Management"	"05/24/2013"	2014-01-31	NA	NA	NA	0
3281162	"STUDENT"	"Student"	2013-05-28	2014-05-31	"CURRENT"	"CONFIRMED"	"MISS"	NA	NA	NA	"Y"	"WPI"	"Student"	"SCHL"	"worcester"	"MA"	"01609"	"United States"	"CELL"	"N"	NA	NA	NA	NA	NA	"No"	NA	"12/31/2013"	NA	NA	NA	NA	NA	NA	"B to C"	NA	NA	NA	"N"	"Marketing Research"	"Online/Interactive Marketing"	"Professional Development"	"05/28/2013"	2014-01-31	NA	NA	NA	0
3281316	"PROFESSIONAL"	"Marketers"	2013-05-31	2014-05-31	"CURRENT"	"CONFIRMED"	NA	NA	NA	NA	"Y"	"Olympia Moving &amp; Storage"	"Marketing Manager"	"HOME"	"Brighton"	"MA"	"02135"	"United States"	"CELL"	"N"	NA	NA	NA	NA	NA	"No"	NA	NA	"Bachelors"	"Less Than 5"	"Manager/Sr. Manager"	"Transportation & Warehousing"	NA	"50 to 249"	"B to C"	NA	NA	NA	"N"	"Email Marketing"	"Marketing Communications"	"Social Media"	"05/31/2013"	2014-01-31	NA	NA	NA	0
3281339	"PROFESSIONAL"	"Researchers"	2013-05-31	2014-05-31	"CURRENT"	"CONFIRMED"	"MR"	NA	NA	NA	"Y"	"Op4G"	"President & CEO"	"BUS"	"Portsmouth"	"NH"	"03801"	"United States"	"CELL"	"N"	NA	NA	NA	NA	NA	"No"	NA	NA	"Masters"	"Less Than 5"	"CEO/President"	"Marketing Research"	NA	"10 to 49"	"B to C"	NA	NA	NA	"N"	"Analytics/Metrics"	"Global Marketing"	"Marketing Research"	"07/10/2013"	2014-01-31	NA	NA	NA	1
335900	"EMERITUS"	"Academics"	1962-10-01	2014-06-30	"CURRENT"	"UNCONFIRMED"	"DR"	NA	NA	NA	"Y"	NA	"Professor of Marketing"	"HOME"	"Providence"	"RI"	"02903"	"United States"	"WORK"	"N"	"BUS"	"Boston"	"MA"	"02125-3393"	"United States"	"No"	NA	NA	"Doctorate"	"20PLUS"	NA	NA	NA	NA	"B to B"	NA	"65OVER"	"0 to 1"	"N"	"Professional Services"	"Nonprofit Marketing"	"Strategy/Planning"	"12/23/2008"	2014-02-27	NA	NA	NA	0
684951	"PROFESSIONAL"	"Researchers"	1981-11-01	2014-06-30	"CURRENT"	"CONFIRMED"	"MR"	NA	NA	NA	"Y"	NA	"Vice President  Client Solutions and Innovation"	"HOME"	"Lexington"	"MA"	"02420-2505"	"United States"	"CELL"	"Y"	NA	NA	NA	NA	NA	"No"	"Strategy/Planning"	NA	NA	"20PLUS"	NA	"Marketing Research"	NA	NA	"B to C"	NA	NA	NA	NA	"Marketing Research"	"Strategy/Planning"	"Database/CRM"	"10/18/2013"	2014-02-27	NA	NA	NA	1
744053	"PROFESSIONAL"	"Academics"	1984-06-01	2014-06-30	"CURRENT"	"UNCONFIRMED"	"MS"	NA	NA	NA	"Y"	"Roger Williams University"	"Professor of Marketing"	"BUS"	"Bristol"	"RI"	"02809-2921"	"United States"	"WORK"	"Y"	"BUS"	"Bristol"	"RI"	"02809-2921"	"United States"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"B to C"	NA	NA	NA	NA	"Academia"	"Online/Interactive Marketing"	NA	"04/23/2005"	2014-02-27	NA	NA	NA	1
781515	"PROFESSIONAL"	"Marketers"	1986-01-01	2014-06-30	"CURRENT"	"CONFIRMED"	"MS"	NA	NA	NA	"Y"	"Applied Marketing Science Inc"	"Vice President"	"BUS"	"Waltham"	"MA"	"02154"	"United States"	"WORK"	"Y"	"BUS"	"Waltham"	"MA"	"02154"	"United States"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"B to C"	NA	NA	NA	NA	"Online/Interactive Marketing"	"Marketing Research"	NA	"04/06/2006"	2014-02-27	NA	NA	NA	1
901414	"PROFESSIONAL"	"Academics"	1999-05-01	2014-06-30	"CURRENT"	"CONFIRMED"	"DR"	NA	NA	NA	"Y"	"Northeastern University"	"Associate Professor"	"BUS"	"Boston"	"MA"	"02115"	"United States"	"WORK"	"N"	"HOME"	"Brighton"	"MA"	"02135"	"United States"	"No"	"Education"	"12/01/1995"	"Doctorate"	"20PLUS"	"Academic/Professor"	"Education"	NA	"1000 to 4999"	"B to B"	NA	"45 to 54"	"4 to 5"	"N"	"Academia"	"Marketing Research"	"Sales/Sales Management"	"06/10/2013"	2014-02-27	NA	NA	NA	1
926516	"PROFESSIONAL"	"Academics"	1999-04-01	2014-06-30	"CURRENT"	"CONFIRMED"	"MR"	NA	NA	NA	"Y"	"Northeastern University"	"Associate Professor of Marketing"	"BUS"	"Boston"	"MA"	"02115"	"United States"	"WORK"	"N"	NA	NA	NA	NA	NA	"No"	"Education"	"06/01/1992"	"Doctorate"	"20PLUS"	"Academic/Professor"	"Education"	NA	"1000 to 4999"	"B to C"	NA	"45 to 54"	"0 to 1"	"Y"	"Academia"	"Analytics/Metrics"	"Strategy/Planning"	"06/26/2012"	2014-02-27	NA	NA	NA	1
2009017	"PROFESSIONAL"	"Academics"	1992-04-10	2014-06-30	"CURRENT"	"CONFIRMED"	"DR"	NA	NA	NA	"Y"	"Babson College"	"Associate Professor"	"BUS"	"Babson Park"	"MA"	"02457-0310"	"United States"	"WORK"	"N"	NA	NA	NA	NA	NA	"No"	NA	NA	"Doctorate"	"20PLUS"	NA	NA	NA	NA	"B to C"	NA	"45 to 54"	"4 to 5"	"True"	"Brand/Product Management"	"Global Marketing"	"Strategy/Planning"	"05/27/2011"	2014-02-27	NA	NA	NA	1
2009976	"PROFESSIONAL"	"Researchers"	1993-07-23	2014-06-30	"CURRENT"	"CONFIRMED"	"MR"	NA	NA	NA	"Y"	"Aurora Market Modeling LLC"	"Principal"	"BUS"	"Kittery"	"ME"	"03904"	"United States"	"WORK"	"N"	NA	NA	NA	NA	NA	"No"	"Market Research  to  Supplier Side"	NA	"Bachelors"	"20PLUS"	"CEO/President"	"Marketing Research"	"0 to 50 Million"	"1 to 9"	"B to B"	NA	"55 to 64"	"2 to 3"	"N"	"Marketing Research"	NA	NA	"01/27/2014"	2014-02-27	NA	NA	NA	1
2012966	"PROFESSIONAL"	"Academics"	1992-06-30	2014-06-30	"CURRENT"	"CONFIRMED"	"MR"	NA	NA	NA	"Y"	"Clark University"	"Associate Professor Marketing"	"BUS"	"Worcester"	"MA"	"01610-1477"	"United States"	"HOME"	"N"	"HOME"	"Storrs Mansfield"	"CT"	"06268-1250"	"United States"	"No"	"Education"	"05/01/1994"	"Doctorate"	"10 to 19"	"Academic/Professor"	"Education"	NA	"10 to 49"	"B to C"	NA	"55 to 64"	"0 to 1"	"Y"	"Marketing Communications"	"Advertising"	NA	"02/16/2009"	2014-02-27	NA	NA	NA	1
2066114	"PROFESSIONAL"	"Academics"	1994-05-13	2014-06-30	"CURRENT"	"CONFIRMED"	"MR"	NA	NA	NA	"Y"	"Northeastern University"	"Assistant Professor"	"BUS"	"Boston"	"MA"	"02115"	"United States"	"WORK"	"N"	"HOME"	"Belmont"	"MA"	"02478"	"United States"	"No"	"Market Research  to  Client Side"	"05/01/2001"	"Doctorate"	"5 to 9"	NA	"Education"	NA	NA	"B to B"	NA	"35 to 44"	"2 to 3"	"Y"	"Marketing Research"	NA	NA	"02/04/2010"	2014-02-27	NA	NA	NA	0
2112455	"PROFESSIONAL"	"Academics"	1999-06-01	2014-06-30	"CURRENT"	"CONFIRMED"	"DR"	NA	NA	NA	"Y"	"Babson College"	NA	"BUS"	"Babson Park"	"MA"	"02457"	"United States"	"WORK"	"N"	NA	NA	NA	NA	NA	"No"	NA	NA	"Doctorate"	"10 to 19"	NA	NA	NA	NA	"B to B"	NA	"35 to 44"	"2 to 3"	"Y"	"Customer Engagement"	"Sales/Sales Management"	"Strategy/Planning"	"06/22/2009"	2014-02-27	NA	NA	NA	1
2114455	"PROFESSIONAL"	"Marketers"	2004-06-09	2014-06-30	"CURRENT"	"CONFIRMED"	"DR"	NA	NA	NA	"Y"	"Marketing Science Institute"	"Chief Marketing Officer"	"BUS"	"Cambridge"	"MA"	"02138"	"United States"	"WORK"	"N"	"HOME"	"Quincy"	"MA"	"02171"	"United States"	"No"	"Fundraising/Development"	NA	"Doctorate"	"20PLUS"	"CMO"	"Nonprofit"	"0 to 50 Million"	"1 to 9"	"B to B"	"2 to 5"	"55 to 64"	"2 to 3"	"N"	"Brand/Product Management"	"Strategy/Planning"	"Online/Interactive Marketing"	"02/09/2011"	2014-02-27	NA	NA	NA	1
2143754	"PROFESSIONAL"	"Researchers"	1999-07-01	2014-06-30	"CURRENT"	"CONFIRMED"	"MR"	NA	NA	NA	"Y"	"RKM Research & Communications"	"President"	"BUS"	"Portsmouth"	"NH"	"03801-4262"	"United States"	"WORK"	"N"	NA	NA	NA	NA	NA	"No"	"Strategy/Planning"	NA	"Masters"	"20PLUS"	"CEO/President"	"Health Care Services"	"0 to 50 Million"	"10 to 49"	"B to C"	NA	"Decline"	"4 to 5"	"Y"	"Marketing Research"	NA	NA	"07/01/2011"	2014-02-27	NA	NA	NA	1
2198304	"PROFESSIONAL"	"Academics"	1999-06-01	2014-06-30	"CURRENT"	"UNCONFIRMED"	"DR"	NA	NA	NA	"Y"	"University of New Hampshire"	"Assistant Professor"	"BUS"	"Durham"	"NH"	"03824-3593"	"United States"	"WORK"	"N"	NA	NA	NA	NA	NA	"No"	"Education"	NA	"Doctorate"	"10 to 19"	"Academic/Professor"	"Education"	NA	"50 to 249"	"B to B"	NA	"35 to 44"	"2 to 3"	"Y"	"Brand/Product Management"	"Product Management/Development"	NA	"07/31/2008"	2014-02-27	NA	NA	NA	1
2891613	"PROFESSIONAL"	"Marketers"	2003-05-22	2014-06-30	"CURRENT"	"CONFIRMED"	"MR"	NA	NA	NA	"Y"	"Publish Today Media"	"Founder"	"BUS"	"Reading"	"MA"	"01867-3310"	"United States"	"WORK"	"N"	"BUS"	"Hull"	"MA"	"02045"	"United States"	"No"	"Market Research  to  Client Side"	NA	"Bachelors"	"20PLUS"	"CEO/President"	"Publishing/Broadcast/Internet/Media"	"0 to 50 Million"	"1 to 9"	"B to B"	NA	"45 to 54"	"2 to 3"	"N"	"Database/CRM"	"Direct Marketing"	"Online/Interactive Marketing"	"10/28/2013"	2014-02-27	NA	NA	NA	1
